Project_ID,Project_Name,Original_Principal_Amount,Cancelled_Amount,Undisbursed_Amount,Disbursed_Amount,Repaid_to_IBRD,Due_to_IBRD,Exchange_Adjustment,Borrower_Obligation,Sold_3rd_Party,Repaid_3rd_Party,Due_3rd_Party,Loans_Held
P007022,HWY MAINT V,4490000,0,0,4490000,4490000,0,0,0,0,0,0,0
P007022,HWY MAINT V,1271836.02,77687.83,0,1194148.19,1194148.19,0,0,0,0,0,0,0
P007022,HWY MAINT V,73238163.98,20860.63,0,73217303.35,73217303.35,0,0,0,0,0,0,0
P007023,PRIMARY ED,855000,0,0,855000,855000,0,0,0,0,0,0,0
P007023,PRIMARY ED,14145000,0,0,14145000,14145000,0,0,0,0,0,0,0
P004963,ENTER.& FIN. SECTOR,29170000,0,0,29170000,29170000,0,0,0,0,0,0,0
P004963,ENTER.& FIN. SECTOR,320830000,0,0,320830000,320830000,0,0,0,0,0,0,0
P005150,STRUCTURAL ADJUST.,300000000,149932372.4,0,150067627.6,150067627.6,0,0,0,0,0,0,0
P005111,EG-GAS INVESTMENT,84000000,303306.63,0,83696693.37,83696693.37,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P005286,DEAD SEA IND. EXP.,15000000,0,0,15000000,15000000,0,0,0,0,0,0,0
P004529,RURAL FINANCE,150000000,0,0,150000000,150000000,0,0,0,0,0,0,0
P007661,AG SCTR/FOOD SECURITY,33330000,0,0,33330000,33330000,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P007661,AG SCTR/FOOD SECURITY,366670000,0,0,366670000,366670000,0,0,0,0,0,0,0
P007704,fOC TRNG SCTR,26419600,15000000,0,11419600,11419600,0,0,0,0,0,0,0
P007704,fOC TRNG SCTR,18992814.42,2988043.85,0,16004770.57,16004770.57,0,0,0,0,0,0,0
P007704,fOC TRNG SCTR,106587585.6,0,0,106587585.6,106587585.6,0,0,0,0,0,0,0
P007672,MINING SCTR,16670000,0,0,16670000,16670000,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P007672,MINING SCTR,41512034.85,28316004.96,0,13196029.89,13196029.89,0,0,0,0,0,0,0
P007672,MINING SCTR,141817965.2,0,0,141817965.2,141817965.2,-2.98E-08,2.98E-08,0,0,0,0,-2.98E-08
P004558,Environment and Natural Resources Sector,139439235,0,0,139439235,139439235,0,0,0,0,0,0,0
P004558,Environment and Natural Resources Sector,18560765,12328421.36,0,6232343.64,6232343.64,0,0,0,0,0,0,0
P009285,KOLUBARA B. THERMAL,300000000,300000000,0,0,0,0,0,0,0,0,0,0
P006029,PUB SCT REF T.A.,2880000,0,0,2880000,2880000,-9.31E-10,9.31E-10,0,0,0,0,-9.31E-10
P006029,PUB SCT REF T.A.,20120000,0,0,20120000,20120000,0,0,0,0,0,0,0
P008780,TA/CRITICAL IMPORTS,180000000,829976.42,0,179170023.6,179170023.6,2.98E-08,-2.98E-08,0,0,0,0,2.98E-08
P010381,GAS FLARING REDUCTIO,450000000,0,0,450000000,450000000,5.96E-08,-5.96E-08,0,0,0,0,5.96E-08
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,7110000,0,0,7110000,7110000,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,117890000,0,0,117890000,117890000,0,0,0,0,0,0,0
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,29500000,16487061.2,0,13012938.8,13012938.8,0,0,0,0,0,0,0
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,19500000,1175357.68,0,18324642.32,18324642.32,0,0,0,0,0,0,0
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,13500000,444804.86,0,13055195.14,13055195.14,0,0,0,0,0,0,0
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,8500000,4561878.96,0,3938121.04,3938121.04,0,0,0,0,0,0,0
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,9500000,3627653.36,0,5872346.64,5872346.64,0,0,0,0,0,0,0
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,9500000,2675899.06,0,6824100.94,6824100.94,0,0,0,0,0,0,0
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,11500000,3854497.1,0,7645502.9,7645502.9,0,0,0,0,0,0,0
P005495,MA-FINANCIAL SECTOR DEVELOPMENT,8500000,457127.57,0,8042872.43,8042872.43,0,0,0,0,0,0,0
P008386,SAL I,300000000,0,0,300000000,300000000,0,0,0,0,0,0,0
P008386,SAL I,150000000,0,0,150000000,150000000,0,0,0,0,0,0,0
P006364,BR: INNOV BASIC ED,245000000,1889970.5,0,243110029.5,243110029.5,0,0,0,0,0,0,0
P006492,HYDROCARBN TRNSP/PRO,260000000,0,0,260000000,260000000,0,0,0,0,0,0,0
P008576,HEAT SUPPLY RESTRUCT,75000000,37500000,0,37500000,37500000,0,0,0,0,0,0,0
P008576,HEAT SUPPLY RESTRUCT,40000000,34012.93,0,39965987.07,39965987.07,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P008576,HEAT SUPPLY RESTRUCT,25000000,23827.62,0,24976172.38,24976172.38,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P008576,HEAT SUPPLY RESTRUCT,55000000,55000000,0,0,0,0,0,0,0,0,0,0
P008576,HEAT SUPPLY RESTRUCT,25000000,0,0,25000000,25000000,0,0,0,0,0,0,0
P008576,HEAT SUPPLY RESTRUCT,100000000,25152108.76,0,74847891.24,74847891.24,0,0,0,0,0,0,0
P008576,HEAT SUPPLY RESTRUCT,20000000,20000000,0,0,0,0,0,0,0,0,0,0
P008307,TA REFORM,5857768.78,3727768.78,0,2130000,2130000,0,0,0,0,0,0,0
P008307,TA REFORM,2000000,528843.6,0,1522887.25,1485408.35,0,0,0,0,0,0,0
P008307,TA REFORM,9142231.22,846105.38,0,8296125.84,8296125.84,0,0,0,0,0,0,0
P004002,INFRA DEV TA PROJ,7010675.27,5895675.27,0,1115000,1115000,-4.66E-10,4.66E-10,0,0,0,0,-4.66E-10
P004002,INFRA DEV TA PROJ,22989324.73,0,0,22989324.73,22989324.73,0,0,0,0,0,0,0
P007457,FIN & PROGRM MGT IMP,9968262.13,0,0,9968262.13,9968262.13,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P007457,FIN & PROGRM MGT IMP,1531737.87,5009.97,0,1526727.9,1526727.9,0,0,0,0,0,0,0
P003506,ERTAN HYDRO,380000000,0,0,380000000,380000000,0,0,0,0,0,0,0
P000400,FOOD SECURITY,11489400,10600000,0,889400,889400,1.16E-10,-1.16E-10,0,0,0,0,1.16E-10
P000400,FOOD SECURITY,874054.88,24616.85,0,805011.41,950882.56,0,0,0,0,0,0,0
P000400,FOOD SECURITY,10636545.12,0,0,10636545.12,10636545.12,0,0,0,0,0,0,0
P007170,POWER TAL,410000,0,0,410000,410000,-1.16E-10,1.16E-10,0,0,0,0,-1.16E-10
P007170,POWER TAL,10590000,929588.12,0,9660411.88,9660411.88,0,0,0,0,0,0,0
P007115,RURAL DEV,6490000,0,0,6490000,6490000,0,0,0,0,0,0,0
P007115,RURAL DEV,18106703.72,3395296.59,0,14711407.13,14711407.13,0,0,0,0,0,0,0
P007115,RURAL DEV,59403296.28,0,0,59403296.28,59403296.28,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P010385,OIL & GAS SECTOR DEVELOPMENT,150000000,0,0,150000000,150000000,0,0,0,0,0,0,0
P003953,IRRIG. SUBSECTOR II,28746071.38,21168271.38,0,7577800,7577800,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P003953,IRRIG. SUBSECTOR II,196253928.6,0,0,196253928.6,196253928.6,0,0,0,0,0,0,0
P001396,HIGHLAND WTR.I,110000000,41093022.06,0,68906977.94,68906977.94,0,0,0,0,0,0,0
P006026,PUBLIC SCTR REF,40380000,0,0,40380000,40380000,0,0,0,0,0,0,0
P006026,PUBLIC SCTR REF,284620000,0,0,284620000,284620000,0,0,0,0,0,0,0
P004952,FIRST PETROLEUM,23920918.14,11425918.14,0,12495000,12495000,0,0,0,0,0,0,0
P004952,FIRST PETROLEUM,76079081.86,0,0,76079081.86,76079081.86,0,0,0,0,0,0,0
,,140017100.5,140017100.5,0,0,0,0,0,0,0,0,0,0
P008308,SAL I,31060000,0,0,31060000,31060000,0,0,0,0,0,0,0
P008308,SAL I,218940000,0,0,218940000,218940000,0,0,0,0,0,0,0
P008375,SE COAST SEWERAGE & DRAINAGE,14700000,11949.82,0,14688050.18,14688050.18,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P008375,SE COAST SEWERAGE & DRAINAGE,11300000,5068935.53,0,6231064.47,6231064.47,9.31E-10,-9.31E-10,0,0,0,0,9.31E-10
P008375,SE COAST SEWERAGE & DRAINAGE,6000000,2314719.3,0,3685280.7,3685280.7,0,0,0,0,0,0,0
P001899,IND AND VOCAT TRAINI,1549900,1000000,0,549900,549900,2.33E-10,-2.33E-10,0,0,0,0,2.33E-10
P001899,IND AND VOCAT TRAINI,1177486.21,1121549.23,0,56209.04,57729.32,0,0,0,0,0,0,0
P001899,IND AND VOCAT TRAINI,2672613.79,0,0,2672613.79,2672613.79,0,0,0,0,0,0,0
P003928,AGRICULTURAL FINANCI,3945000,0,0,3945000,3945000,4.66E-10,-4.66E-10,0,0,0,0,4.66E-10
P003928,AGRICULTURAL FINANCI,39060639.16,38822596.76,0,238042.4,238042.4,0,0,0,0,0,0,0
P003928,AGRICULTURAL FINANCI,63094360.84,0,0,63094360.84,63094360.84,0,0,0,0,0,0,0
P005441,AG. SEC. INV. LOAN I,2840000,0,0,2840000,2840000,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P005441,AG. SEC. INV. LOAN I,47160000,0,0,47160000,47160000,0,0.01,0.01,0,0,0,0
P004772,DISTRIB. SYST. UPGRA,40000000,6888357.12,0,33111642.88,33111642.88,0,0,0,0,0,0,0
P004938,SAHARA DEVELOPMENT,14475800,10610000,0,3865800,3865800,4.66E-10,-4.66E-10,0,0,0,0,4.66E-10
P004938,SAHARA DEVELOPMENT,21784407.44,14754270.4,0,7030137.04,7030137.04,0,0,0,0,0,0,0
P004938,SAHARA DEVELOPMENT,20739792.56,3189.97,0,20736602.59,20736602.59,0,0,0,0,0,0,0
P003486,RAILWAYS V,5404656.37,0,0,5404656.37,5404656.37,0,0,0,0,0,0,0
P003486,RAILWAYS V,33731461.96,7649260.9,0,26082201.06,26082201.06,0,0,0,0,0,0,0
P003486,RAILWAYS V,290863881.7,0,0,290863881.7,290863881.7,5.96E-08,-5.96E-08,0,0,0,0,5.96E-08
P007690,PRIMARY EDUCATION,71757972.22,54800672.22,0,16957300,16957300,0,0,0,0,0,0,0
P007690,PRIMARY EDUCATION,178242027.8,0,0,178242027.8,178242027.8,0,0,0,0,0,0,0
P001199,FIN SECTOR ADJ,102841700,100000000,0,2841700,2841700,0,0,0,0,0,0,0
P001199,FIN SECTOR ADJ,47158300,0,0,47158300,47158300,0,0,0,0,0,0,0
P008759,HEALTH SERV REHAB,150000000,966030.25,0,149033969.8,149033969.8,0,0,0,0,0,0,0
P006668,PRIMARY ED&IMPRVMENT,68853682,49213412,0,19640270,19640270,0,0,0,0,0,0,0
P006668,PRIMARY ED&IMPRVMENT,4003686.88,4003686.88,0,0,0,0,0,0,0,0,0,0
P006668,PRIMARY ED&IMPRVMENT,97142631.12,180182.32,0,96962448.8,96962448.8,0,0,0,0,0,0,0
P006669,PSM II,3915132.74,1907192.74,0,2007940,2007940,0,0,0,0,0,0,0
P006669,PSM II,13284867.26,0,0,13284867.26,13284867.26,0,0,0,0,0,0,0
P003492,DAGUANGBA-HAINAN,1115000,0,0,1115000,1115000,0,0,0,0,0,0,0
P003492,DAGUANGBA-HAINAN,28885000,0,0,28885000,28885000,0,0,0,0,0,0,0
P004164,GAS SYSTEM EXPANSION,100000000,19282700.42,0,80717299.58,80717299.58,0,0,0,0,0,0,0
P006938,CR/BASIC EDUCATION,2880000,0,0,2880000,2880000,0,0,0,0,0,0,0
P006938,CR/BASIC EDUCATION,20120000,377868.03,0,19742131.97,19742131.97,0,0,0,0,0,0,0
P003564,BEIJING ENVIRONMENT,0,0,0,2.33E-10,0,2.33E-10,-2.33E-10,0,0,0,0,2.33E-10
P003564,BEIJING ENVIRONMENT,32904189.29,7606939.02,0,25297250.27,25297250.27,0,0,0,0,0,0,0
P003564,BEIJING ENVIRONMENT,12095810.71,1930381.59,0,10165429.12,10165429.12,0,0,0,0,0,0,0
P006032,HYDROCARBON ENGINEER,28000000,19727269.5,0,8272730.5,8272730.5,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P005146,NATIONAL DRAINAGE,45000000,0,0,45000000,45000000,0,0,0,0,0,0,0
P005735,GAS INFRASTRUCTURE D,5507423.82,530523.82,0,4976900,4976900,0,0,0,0,0,0,0
P005735,GAS INFRASTRUCTURE D,54492576.18,0,0,54492576.18,54492576.18,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P007667,IRRIG SCTR,79163600,50000000,0,29163600,29163600,-3.73E-09,3.73E-09,0,0,0,0,-3.73E-09
P007667,IRRIG SCTR,100629973.1,0,0,100629973.1,100629973.1,0,0,0,0,0,0,0
P007667,IRRIG SCTR,220206426.9,0,0,220206426.9,220206426.9,0,0,0,0,0,0,0
P008214,AG SCTR INV,248883900,229300000,0,19583900,19583900,0,0,0,0,0,0,0
P008214,AG SCTR INV,14944297.54,6267237.3,0,8677060.24,8677060.24,0,0,0,0,0,0,0
P008214,AG SCTR INV,36171802.46,0,0,36171802.46,36171802.46,0,0,0,0,0,0,0
P010389,SAL I,250000000,0,0,250000000,250000000,0,0,0,0,0,0,0
P006101,BZ- PRIMARY EDU DEV,590000,0,0,590000,590000,0,0,0,0,0,0,0
P006101,BZ- PRIMARY EDU DEV,1868690.91,628982.83,0,1239708.08,1239708.08,0,0,0,0,0,0,0
P006101,BZ- PRIMARY EDU DEV,4641309.09,0,0,4641309.09,4641309.09,0,0,0,0,0,0,0
P004751,THIRD POWER SYSTEM,54000000,0,0,54000000,54000000,0,0,0,0,0,0,0
P005742,ECON.& FIN.REFORM SU,20830000,0,0,20830000,20830000,0,0,0,0,0,0,0
P005742,ECON.& FIN.REFORM SU,229170000,0,0,229170000,229170000,0,0,0,0,0,0,0
P007107,EC- SOCIAL DEV. I: EDUCAT. & TRAINING,5060000,0,0,5060000,5060000,0,0,0,0,0,0,0
P007107,EC- SOCIAL DEV. I: EDUCAT. & TRAINING,32578599.55,6120805.17,0,26457794.38,26457794.38,0,0,0,0,0,0,0
P007107,EC- SOCIAL DEV. I: EDUCAT. & TRAINING,51361400.45,1807888.61,0,49553511.84,49553511.84,0,0,0,0,0,0,0
P006657,TRANSPORT INFRA SCTR,48540274.26,44558774.26,0,3981500,3981500,-4.66E-10,4.66E-10,0,0,0,0,-4.66E-10
P006657,TRANSPORT INFRA SCTR,151579.67,151579.67,0,0,0,0,0,0,0,0,0,0
P006657,TRANSPORT INFRA SCTR,22308146.07,0,0,22308146.07,22308146.07,0,0,0,0,0,0,0
P006672,T.A. & RHB PROJ,3355000,0,0,3355000,3355000,-4.66E-10,4.66E-10,0,0,0,0,-4.66E-10
P006672,T.A. & RHB PROJ,23645000,0,0,23645000,23645000,0,0,0,0,0,0,0
P001172,HUMAN RESOURCES ADJ,101422000,100000000,0,1422000,1422000,0,0,0,0,0,0,0
P001172,HUMAN RESOURCES ADJ,23578000,0,0,23578000,23578000,0,0,0,0,0,0,0
P001206,REGULATORY REFORM,51421700,50000000,0,1421700,1421700,0,0,0,0,0,0,0
P001206,REGULATORY REFORM,23578300,0,0,23578300,23578300,0,0,0,0,0,0,0
P004597,Highway Management,90794632.74,0,0,90794632.74,90794632.74,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P004597,Highway Management,59205367.26,0,0,59205367.26,59205367.26,0,0,0,0,0,0,0
P003966,ID-NON-FORMAL EDUC III,1265000,0,0,1265000,1265000,0,0,0,0,0,0,0
P003966,ID-NON-FORMAL EDUC III,5942338.89,4823016.75,0,1119322.14,1119322.14,0,0,0,0,0,0,0
P003966,ID-NON-FORMAL EDUC III,62292661.11,0,0,62292661.11,62292661.11,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P008100,BUSINESS EXPANS & IN,4050000,0,0,4050000,4050000,0,0,0,0,0,0,0
P008100,BUSINESS EXPANS & IN,7442539.41,4794869.23,0,2647670.18,2647670.18,0,0,0,0,0,0,0
P008100,BUSINESS EXPANS & IN,15507460.59,0,0,15507460.59,15507460.59,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P003505,YANSHI THERMAL,3280000,0,0,3280000,3280000,0,0,0,0,0,0,0
P003505,YANSHI THERMAL,176720000,1153648.43,0,175566351.6,175566351.6,0,0,0,0,0,0,0
P003313,SAP,125000000,0,0,125000000,20902526.98,104097473,9712035.04,113809508.1,0,0,0,104097473
P004591,ENGINEERING & SCIENC,85000000,29693432.81,0,55306567.19,55306567.19,0,0,0,0,0,0,0
P009888,POWER UTIL EFFIC IMP,245374724.9,50000000,0,195374724.9,195374724.9,2.98E-08,-2.98E-08,0,0,0,0,2.98E-08
P009888,POWER UTIL EFFIC IMP,19625275.13,6803595.31,0,12821679.82,12821679.82,0,0,0,0,0,0,0
P008046,TRADE POLICY,0,0,0,0,0,0,0,0,0,0,0,0
P008046,TRADE POLICY,300000000,0,0,300000000,300000000,0,0,0,0,0,0,0
P007843,ECON.REC.LN,5000054.83,54.83,0,5000000,5000000,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P007843,ECON.REC.LN,114999945.2,0,0,114999945.2,114999945.2,0,0,0,0,0,0,0
P004590,RURAL ELECTRIFICATIO,91300000,36657558.24,0,54642441.76,54642441.76,0,-0.01,-0.01,0,0,0,0
P004301,POWER SYSTEM DEVT,200000000,200000000,0,0,0,0,0,0,0,0,0,0
P005109,KUREIMAT POWER PROJE,220000000,198993058,0,21006941.99,21006941.99,0,0,0,0,0,0,0
P006368,BR WATER SECTOR MODERNIZATION PROJECT,12500000,0,0,12500000,12500000,0,0,0,0,0,0,0
P006368,BR WATER SECTOR MODERNIZATION PROJECT,69618851.3,2662918.44,0,66955932.86,66955932.86,0,0,0,0,0,0,0
P006368,BR WATER SECTOR MODERNIZATION PROJECT,167881148.7,464378.59,0,167416770.1,167416770.1,0,0,0,0,0,0,0
P003577,CEMENT,1510000,0,0,1510000,1510000,0,0,0,0,0,0,0
P003577,CEMENT,81190000,138421.18,0,81051578.82,81051578.82,0,0,0,0,0,0,0
P006454,RONDONIA NTRL RES. M,167000000,18576377.03,0,148423623,148423623,0,0,0,0,0,0,0
P007911,LAND USE RATIONLZTN,29000000,1980670.35,0,27019329.65,27019329.65,0,0,0,0,0,0,0
P004787,H'WAY IV,177500000,18936778.06,0,158563221.9,158563221.9,2.98E-08,-2.98E-08,0,0,0,0,2.98E-08
P006943,AG SCTR INV,41000000,41000000,0,0,0,0,0,0,0,0,0,0
P003940,PRIMARY EDUC QUALITY IMPROVE,675000,0,0,675000,675000,0,0,0,0,0,0,0
P003940,PRIMARY EDUC QUALITY IMPROVE,13398883.51,8699907.76,0,4698975.75,4698975.75,0,0,0,0,0,0,0
P003940,PRIMARY EDUC QUALITY IMPROVE,22926116.49,0,0,22926116.49,22926116.49,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P006874,IFI-RESTRC&DIVSTITUR,0,0,0,0,0,0,0,0,0,0,0,0
P006874,IFI-RESTRC&DIVSTITUR,55485817.85,55485817.85,0,0,0,0,0,0,0,0,0,0
P006874,IFI-RESTRC&DIVSTITUR,44514182.15,0,0,44514182.15,44514182.15,0,0,0,0,0,0,0
P004156,PUSAN & TAEJON SEWER,40000000,6483768.24,0,33516231.76,33516231.76,0,0,0,0,0,0,0
P002148,FADAMA,67500000,0,0,67500000,67500000,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P008034,SAL,5530000,0,0,5530000,5530000,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P008034,SAL,150000000,150000000,0,0,0,0,0,0,0,0,0,0
P008034,SAL,294470000,0,0,294470000,294470000,0,0,0,0,0,0,0
P006873,THIRD NATIONAL ROADS,266000000,1381.24,0,265998618.8,265998618.8,0,0,0,0,0,0,0
P004012,BAPEDAL DEV PROJ,220000,0,0,220000,220000,0,0,0,0,0,0,0
P004012,BAPEDAL DEV PROJ,304238.81,0,0,304238.81,304238.81,0,0,0,0,0,0,0
P004012,BAPEDAL DEV PROJ,11475761.19,0,0,11475761.19,11475761.19,0,0,0,0,0,0,0
P004592,PHIL-MUNICIPAL DEVELOPMENT PROJECT III,34746802.09,0,0,34746802.09,34746802.09,0,0,0,0,0,0,0
P004592,PHIL-MUNICIPAL DEVELOPMENT PROJECT III,33253197.91,5649563.93,0,27603633.98,27603633.98,0,0,0,0,0,0,0
P005726,CLOSED TN-Higher Education Restructuring,6250000,0,0,6250000,6250000,0,0,0,0,0,0,0
P005726,CLOSED TN-Higher Education Restructuring,43361373.88,15386335.6,0,24391420.13,27893413.39,0,0,0,0,0,0,0
P005726,CLOSED TN-Higher Education Restructuring,25388626.12,0,0,25388626.12,25388626.12,0,0,0,0,0,0,0
P006379,METRO TRANSP.SPAULO,6300000,0,0,6300000,6300000,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P006379,METRO TRANSP.SPAULO,119700000,0,0,119700000,119700000,0,0,0,0,0,0,0
P001922,SUGAR ENERGY DEVELOP,9500000,9000000,0,500000,500000,0,0,0,0,0,0,0
P001922,SUGAR ENERGY DEVELOP,5500000,0,0,5500000,5500000,0,0,0,0,0,0,0
P008464,ENTERPRISE RESTRUCT/,0,0,0,-1.75E-09,0,-1.75E-09,1.75E-09,0,0,0,0,-1.75E-09
P008464,ENTERPRISE RESTRUCT/,200000000,0,0,200000000,200000000,0,0,0,0,0,0,0
P006034,TAX ADMIN II,1670000,0,0,1670000,1670000,0,0,0,0,0,0,0
P006034,TAX ADMIN II,9224.78,0,0,9224.78,9224.78,0,0,0,0,0,0,0
P006034,TAX ADMIN II,18320775.22,60174,0,18260601.22,18260601.22,0,0,0,0,0,0,0
P007703,ENVIRON/NATURL RESOU,28584734.51,26205334.51,0,2379400,2379400,0,0,0,0,0,0,0
P007703,ENVIRON/NATURL RESOU,21415265.49,4316312.37,0,17098953.12,17098953.12,0,0,0,0,0,0,0
P003503,ZOUXIAN THERMAL POWE,0,0,0,7.45E-09,0,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P003503,ZOUXIAN THERMAL POWE,26778032.07,9025055.61,0,17752976.46,17752976.46,0,0,0,0,0,0,0
P003503,ZOUXIAN THERMAL POWE,283221967.9,0,0,283221967.9,283221967.9,0,0,0,0,0,0,0
P005477,SAL II,5015000,0,0,5015000,5015000,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P005477,SAL II,269985000,0,0,269985000,269985000,0,0,0,0,0,0,0
P003860,TREECROPS SMALLHOLDE,0,0,0,0,0,0,0,0,0,0,0,0
P003860,TREECROPS SMALLHOLDE,27124225.52,18937593.93,0,8186631.59,8186631.59,0,0,0,0,0,0,0
P003860,TREECROPS SMALLHOLDE,60475774.48,0,0,60475774.48,60475774.48,0,0,0,0,0,0,0
P007682,AGR.TECHNOLOGY,133097482.3,126599382.3,0,6498100,6498100,0,0,0,0,0,0,0
P007682,AGR.TECHNOLOGY,16902517.66,0,0,16902517.66,16902517.66,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P008587,HEALTH,86595334.68,30000000,0,56595334.68,56595334.68,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P008587,HEALTH,43404665.32,11195938.91,0,32208726.41,32208726.41,0,0,0,0,0,0,0
P008584,PRIV ENT DEVT,60000000,57962495.56,0,2037504.44,2037504.44,0,0,0,0,0,0,0
P004165,SCIENCE ED.& LIBRARY,50000000,787190.33,0,49212809.67,49212809.67,0,0,0,0,0,0,0
P004167,VOCATIONAL SCHOOLS D,30000000,963372.69,0,29036627.31,29036627.31,0,0,0,0,0,0,0
P009946,NAT. HIGHWAYS II,0,0,0,0,0,0,0,0,0,0,0,0
P009946,NAT. HIGHWAYS II,153000000,22224127.84,0,130775872.2,130775872.2,0,0,0,0,0,0,0
P003534,ZHEJIANG PROVINCIAL HIGHWAY PROJECT,0,0,0,3.73E-09,0,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P003534,ZHEJIANG PROVINCIAL HIGHWAY PROJECT,70126814.66,6407525.93,0,63719288.73,63719288.73,0,0,0,0,0,0,0
P003534,ZHEJIANG PROVINCIAL HIGHWAY PROJECT,149873185.3,0,0,149873185.3,149873185.3,0,0,0,0,0,0,0
P009044,AGRIC RESRCH,6000000,6000000,0,0,0,0,0,0,0,0,0,0
P009044,AGRIC RESRCH,34703337.56,4056906.72,0,30646430.84,30646430.84,0,0,0,0,0,0,0
P009044,AGRIC RESRCH,14296662.44,540960.81,0,13755701.63,13755701.63,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P006636,SMLL FARMER SERVICES,40170613.08,36210613.08,0,3960000,3960000,9.31E-10,-9.31E-10,0,0,0,0,9.31E-10
P006636,SMLL FARMER SERVICES,54829386.92,0,0,54829386.92,54829386.92,0,0,0,0,0,0,0
P008381,PWR & ENV IMPRVMT,24600000,0,0,24600000,24600000,0,0,0,0,0,0,0
P008381,PWR & ENV IMPRVMT,76839026.2,43357455.69,-0.01,33510372.82,33416144.86,0,0,0,0,0,0,-0.01
P008381,PWR & ENV IMPRVMT,144560973.8,1265310.37,0,143295663.4,143295663.4,-2.98E-08,2.98E-08,0,0,0,0,-2.98E-08
P007676,SCIENCE/TECH,2000000,2000000,0,4.66E-10,0,4.66E-10,-4.66E-10,0,0,0,0,4.66E-10
P007676,SCIENCE/TECH,6495817.59,0,0,6495817.59,6495817.59,0,0,0,0,0,0,0
P007676,SCIENCE/TECH,180504182.4,0,0,180504182.4,180504182.4,0,0,0,0,0,0,0
P009019,BERKE HYDRO PLANT,227495687.6,227495687.6,0,0,0,0,0,0,0,0,0,0
P009019,BERKE HYDRO PLANT,42504312.4,0,0,42504312.4,42504312.4,0,0,0,0,0,0,0
P009097,TA FOR TREASURY DATA,0,0,0,1.16E-10,0,1.16E-10,-1.16E-10,0,0,0,0,1.16E-10
P009097,TA FOR TREASURY DATA,2116314.41,45018.44,0,2071295.97,2071295.97,0,0,0,0,0,0,0
P009097,TA FOR TREASURY DATA,7083685.59,0,0,7083685.59,7083685.59,0,0,0,0,0,0,0
P005213,SISTAN FLOOD CTRL,4750000,0,0,4750000,4750000,0,0,0,0,0,0,0
P005213,SISTAN FLOOD CTRL,52250000,3515059.86,0,48734940.14,48734940.14,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P005216,IR-TEHRAN DRAINAGE,6420000,0,0,6420000,6420000,0,0,0,0,0,0,0
P005216,IR-TEHRAN DRAINAGE,70580000,0,0,70580000,70580000,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P006495,NATL IND POLLUTN,0,0,0,2.33E-10,0,2.33E-10,-2.33E-10,0,0,0,0,2.33E-10
P006495,NATL IND POLLUTN,50000000,833247.1,0,49166752.9,49166752.9,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P008779,SAL,400000000,0,0,400000000,400000000,0,-0.01,-0.01,0,0,0,0
P003997,ID-TELECOM IV,0,0,0,0,0,0,0,0,0,0,0,0
P003997,ID-TELECOM IV,148129119.9,86678736.81,0,61450383.11,61450383.11,0,0,0,0,0,0,0
P003997,ID-TELECOM IV,226870880.1,0,0,226870880.1,226870880.1,0,0,0,0,0,0,0
P002140,AGRIC TECH,42500000,3042873.61,0,39457126.39,39457126.39,0,0,0,0,0,0,0
